"","name","status","text"
"1","123","PLANNED WORK","
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(162679);><b><i>TUNNEL RECONSTRUCTION</i> </b>&nbsp<br clear=left><b>Weekend [2] [3] station closures and route changes</a><br/><br/><div id= 162679 class=""plannedWorkDetail"" ></b>Until Summer 2018<br><br>No service at Park Place, Wall St, Clark St and Hoyt St; use nearby [4] [5] stations<br><br>No [2] [3] service between Manhattan and Brooklyn; take the [4] or [5] instead.<br><br>Weekend service map for <a href=http://web.mta.info/nyct/service/pdf/FF_Clark_St_web_map.pdf target=_blank><font color=#0000FF><b><u>Lower Manhattan and Downtown Brooklyn</u></b></font></a><br><br></font>New timetables with Weekend Route Changes | [2] <a href=http://web.mta.info/nyct/service/pdf/t2cur.pdf target=_blank><font color=#0000FF><b><u>pdf</u></b></font></a> | [3] <a href=http://web.mta.info/nyct/service/pdf/t3cur.pdf target=_blank><font color=#0000FF><b><u>pdf</u></b></font></a> | [4] <a href=http://web.mta.info/nyct/service/pdf/t4cur.pdf target=_blank><font color=#0000FF><b><u>pdf</u></b></font></a> | [5] <a href=http://web.mta.info/nyct/service/pdf/t5cur.pdf target=_blank><font color=#0000FF><b><u>pdf</u></b></font></a><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170138);><b><i>TRACK REPLACEMENT</i><br clear=left>[1] Van Cortlandt Park-bound trains skip 50 St, 59 St and 66</font> St</a><br/><br/><div id= 170138 class=""plannedWorkDetail"" ></b>Weekend, 9:45 PM Fri to 5 AM Mon, Nov 17 - 20 <br><br>For service<i> to</i> these stations, take the [1] to 72 St and </font>transfer to a downtown [1] or </font>[2] <i>local</i>.<br><br>For service <i>from</i> these stations, take the [1] or </font>[2] to Times Sq-42 St and transfer to a <br>Van Cortlandt Park-bound [1].<br><b><br></div></b><br/>
                <br/><br/>
              "
"2","456","DELAYS","
                    <span class=""TitleDelay"">Delays</span>
                    <span class=""DateStyle"">
                    &nbsp;Posted:&nbsp;11/18/2017&nbsp; 2:20PM
                    </span><br/><br/>
                  [6] train service has resumed following earlier signal problems at <STRONG>Westchester Square- East Tremont</STRONG> <STRONG>Av.</STRONG>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(173283);><b><i>TRACK MAINTENANCE</i><br clear=left>[6] Pelham Bay Park-bound trains skip Canal, Spring, Bleecker Sts, Astor Pl, 23, 28 and 33 Sts</a><br/><br/><div id= 173283 class=""plannedWorkDetail"" ></b>Weekend, 9:45 PM Fri to 5 AM Mon, Nov 17 - 20<br><br></font>For service <i>to</i> Canal, Spring, Bleecker Sts, Astor Pl, 23, 28 and 33 Sts, take the [6] to 14 St-Union Sq<br>or Grand Central-42 St and transfer to a downtown [4] <i>local</i> or [6].<br><br>For service<i> from</i> these stations, take the [4] or [6] to 14 St-Union Sq or Brooklyn Bridge and<br>transfer to a Pelham Bay Park-bound [6].<br><br><b><i>Alternate travel note:<br></b></i>Use nearby [N] [R] stations on Broadway. Transfer between [N] [R] and [6] trains at 14 St-Union Sq.<br><br><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning<br>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172973);><b><i>TRACK MAINTENANCE</i><br clear=left>[6] Brooklyn Bridge-bound trains skip Longwood Av, E 149 St, E 143 St, Cypress Av and Brook Av</a><br/><br/><div id= 172973 class=""plannedWorkDetail"" ></b>Weekend, 9:45 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>For service <i>to</i> these stations, take the [6] to 3 Av-138 St and transfer to a Pelham Bay Park-bound [6].<br><br>For service <i>from</i> these stations, take the [6] to Hunts Point Av and transfer to a Brooklyn Bridge-bound [6].<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(171606);><b><i>TRACK REPLACEMENT</i><br clear=left>[5] Trains run local in both directions between 125 St and Grand Central-42 St</a><br/><br/><div id= 171606 class=""plannedWorkDetail"" ></b>Weekend, 10 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172714);><b><i>ELECTRICAL IMPROVEMENTS</i><br clear=left>[5] Flatbush Av-bound trains skip Bergen St, Grand Army Plaza and Eastern Pkwy</a><br/><br/><div id= 172714 class=""plannedWorkDetail"" ></b>Weekend, 9:45 PM Fri to 11:59 PM <b>Sat</b>, Nov 17- 18<br><br></font>For service<i> to</i> these stations, take the [5] to Franklin Av and transfer to a<br>Manhattan-bound [4] or [5] .<br><br>For service <i>from</i> these stations, take the [4] or [5] to Atlantic Av-Barclays Ctr<br>and transfer to a Flatbush Av-bound [5].<br><br><b>Note:</b> This advisory reflects changes to weekend [5] train service | <a href=http://web.mta.info/nyct/service/pdf/t5cur.pdf target=_blank><font color=#0000FF><b><u>pdf</u></b></font></a><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172982);><b><i>TRACK REPLACEMENT</i><br clear=left>[4] Uptown trains run local from Grand Central-42 St to 125 St</a><br/><br/><div id= 172982 class=""plannedWorkDetail"" ></b>Weekend, 10 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172891);><b><i>TRACK REPLACEMENT</i><br clear=left>[4] Service operates every 16 minutes between 125 St and Kingsbridge Rd</a><br/><br/><div id= 172891 class=""plannedWorkDetail"" ></b>Weekend, 7:30 AM to 7 PM, Saturday, Nov 18<br>                    9:30 AM to 7 PM, Sunday, Nov 19<br><br>The last stop for <b>alternate</b> uptown trains is 125 St.          </font><a href=http://apps.mta.info/traintime/ target=_blank><img height=32px src=http://apps.mta.info/traintime/desktop2Images/logoSm.png></a><br><br>&bull; </font>Transfer at 125 St to continue your trip.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(171510);><b><i>ELECTRICAL IMPROVEMENTS</i><br clear=left>[4] No trains between Woodlawn and Kingsbridge Rd</a><br/><br/><div id= 171510 class=""plannedWorkDetail"" >[SB] Free shuttle buses provide alternate service<br></b>Weekend, 3:45 AM Sat to 10 PM Sun, Nov 18 - 19<br><br><b>[4]</b> service operates between <b>Kingsbridge Rd</b> and <b>New Lots Av</b>.<br><br>[SB] Buses operate between <b>Woodlawn</b> and <b>Kingsbridge Rd</b>, stopping at Mosholu Pkwy <br>and Bedford Pk Blvd.<br><br>&bull; Transfer between [4] trains and buses at Kingsbridge Rd.<br><br></font><font size=3><b><a style=""cursor:pointer; text-decoration:underline;"" onclick=ShowHide(1715100);>Show Shuttle Bus Stops</a></b></font><div id=""1715100""; style=""display:none;""><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=3 rules=rows frame=hsides><tr bgcolor=#FAF8CC><td><b>Station      </b></td><td><b>Shuttle Bus Stop</b><tr><td>Woodlawn<td>Jerome Av at Bainbridge Av<tr><td>Mosholu Pkwy<td>Jerome Av at Mosholu Pkwy<tr><td>Bedford Park Blvd<td>Jerome Av at Bedford Park<tr><td>Kingsbridge Rd [4S] <td>Jerome Av at Kingsbridge Rd</table></div><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172983);><b><i>TRACK REPLACEMENT</i><br clear=left>[4] New Lots Av-bound trains run local from 125 St to Brooklyn Bridge</a><br/><br/><div id= 172983 class=""plannedWorkDetail"" ></b>Weekend, 10 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172712);><b><i>ELECTRICAL IMPROVEMENTS</i><br clear=left>[4] New Lots Av-bound trains skip Bergen St, Grand Army Plaza and Eastern Pkwy</a><br/><br/><div id= 172712 class=""plannedWorkDetail"" ></b>Weekend, 9:45 PM Fri to 11:59 PM <b>Sat</b>, Nov 17- 18<br><br></font>For service <i>to </i>these stations, take the [4] to Franklin Av and transfer to a<br>Manhattan-bound [4] or [5].<br><br>For service<i> from </i>these stations, take the [4] or [5] to Atlantic Av-Barclays Ctr<br>and transfer to a New Lots Av-bound [4].<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170140);><b><i>TRACK REPLACEMENT</i><br clear=left>[4] Uptown trains skip 161 St, 167 St, 170 St, Mt Eden Av and 176 St</a><br/><br/><div id= 170140 class=""plannedWorkDetail"" ></b>Weekends, 3:45 AM Sat to 10 PM Sun, Nov 18 - 19  &bull;  Nov 25 - 26 <br><br>For service<i> to </i>these stations, take the [4] to Burnside Av and transfer to a Manhattan-bound [4].<br><br>For service <i>from</i> these stations, take the [4] to 149 St-Grand Concourse and transfer to an uptown [4].<br><br><b><i>Alternate travel notes:<br></b>From</i> 161 St, take the [D] to <a href=http://web.mta.info/weekender/tileMap.html?staID=10210 target=_blank><font color=#0000FF><b><u>nearby </u></b></font></a> stations.<br><i>From</i> 176 St, </font>take the <a href=http://web.mta.info/nyct/bus/schedule/bronx/bx032cur.pdf target=blank><font color=#0000FF><b><u>Bx32</u></b></font></a> bus, <i>days and evenings</i>. Transfer to the [4] at Burnside Av.<br><br><i>*No trains between Kingsbridge Rd and Woodlawn, Nov 18 - 19<br><br></i><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning<br>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              "
"3","7","PLANNED WORK","
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170575);><b><i>SIGNAL MODERNIZATION</i><br clear=left>[7] No trains between Queensboro Plaza and 34 St-Hudson Yards</a><br/><br/><div id= 170575 class=""plannedWorkDetail"" ></b>Weekend, 12:15 AM Sat to 4:30 AM Mon, Nov 18 - 20<br><br><b>[7]</b> service operates between <b>Main St</b> and <b>Queensboro Plaza</b>.<br><br>[SB] Buses operate in two sections:<br>  1. <b>Queens</b> between <b>Queensboro Plaza</b> and <b>Vernon Blvd-Jackson Av</b>.<br>  2. <b>Manhattan</b> between <b>Times Sq-42 St</b> and <b>34 St-Hudson Yards</b>.<br><br>Special [W] service operates between Whitehall St and Ditmars Blvd during the following times: <br><b>Saturday</b>, 7 AM to 9 PM &bull;<b> Sunday</b>, 9 AM to 7 PM<br><br></font><b>[S]</b> 42 Street Shuttle service operates overnight.<br><br><table class=plannedworkTableStyle  width=80%><tr><td><font size=3><b>Travel Alternatives</b></font><td align=right>[TP]</table><br></font>For service between Queens and Manhattan, take the [E] [F] [N] [R] or [W].<br><br>&bull; Transfer between <b>[7]</b> and <b>[E] [F] [R]</b> trains at 74 St-Roosevelt Av.<br>&bull; Transfer between <b>[7]</b> and <b>[N]</b> [W] trains at Queensboro Plaza.<br><br><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=3 rules=rows frame=hsides><tr bgcolor=#FAF8CC><td><b>Queens Station</b><td>[SB] <b>Shuttle Bus Stop</b><tr><td>Queensboro Plaza [7] [N] [W]<td>Queens Plaza South at 27 St<tr><td>Queens Plaza [ad] [E] [R]<td>42 Rd at Jackson Av<tr><td rowspan=2>Court Sq-23 St [E] <td>Jackson Av at 45 Av (to Vernon Blvd-Jackson Av)<tr><td>Jackson Av at Thomson Av (to Queensboro Plaza)<tr><td rowspan=3>Hunters Point Av<td>Jackson Av at 47 Av (to Vernon Blvd-Jackson Av)<tr><td>Jackson Av at 21 St (to Queensboro Plaza)<tr><td>Jackson Av at 11 St (to Queensboro Plaza)<tr><td>Vernon Blvd-Jackson Av<td>Vernon Blvd at 50 Av<tr bgcolor=#FAF8CC><td><b>Manhattan Station</b><td><b>Alternate Service</b><tr><td rowspan=2>Grand Central-42 St<br>[ad] <font size=1> except S</font><td>[4] <i>local,</i> [6] via [N] [R] [W] at Lexington Av/59 St or [E] at Lexington Av/53 St<tr><td>[S] via Times Sq-42 St<tr><td>5 Av<td>[F] (42 St-Bryant Pk)<tr><td rowspan=2>Times Sq-42 St<br>[ad] <font size=1> except S</font> <td>[N] [R] [W] and [SB] 42 St at 7 Av<tr><td> [E] and [SB] 44 St at 8 Av (42 St-Port Authority)<tr><td>34 St-Hudson Yards<td>[SB] 34 St at Hudson Blvd East or [E] at nearby <a href=http://web.mta.info/weekender/tileMap.html?staID=18239 target=_blank><font color=#0000FF><b><u>34 St-Penn Station</u></b></font></a></table><br></font><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning<br>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170578);><b><i>TRACK REPLACEMENT</i><br clear=left>[7] Flushing-bound trains skip 82, 90, 103 and 111 Sts</a><br/><br/><div id= 170578 class=""plannedWorkDetail"" ></b>Weekend, 3:45 AM Sat to 10 PM Sun, Nov 18 - 19<br><br>For service <i>to </i>these stations, take the [7] to Junction Blvd or Willets Point and transfer to a <br>Queensboro Plaza-bound* [7].<br><br>For service <i>from </i>these stations, take the [7] to Junction Blvd or 74 St and transfer to a Flushing-bound [7].<br><br><i>*This detour has taken into account additional planned service changes.<br></i><b><br></div></b><br/>
                <br/><br/>
              "
"4","ACE","PLANNED WORK","
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(173389);><b><i>TRACK MAINTENANCE</i><br clear=left>[E] Trains run local in both directions between Queens Plaza and 71 Av</a><br/><br/><div id= 173389 class=""plannedWorkDetail"" ></b>Weekend, 10 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>Trains stop at 36 St, Steinway St, 46 St, Northern Blvd, 65 St, Roosevelt,<br>Elmhurst, Grand Avs, Woodhaven Blvd, 63 Dr and 67 Av.<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172228);><b><i>COMMUNICATION IMPROVEMENTS</i><br clear=left>[C] No trains between 145 St and 168 St<br clear=left>[A] trains provide alternate service</a><br/><br/><div id= 172228 class=""plannedWorkDetail"" ></b><a href=http://advisory.mtanyct.info/pdf_files/ServiceGuide.pdf target=_blank><font color=#0000FF><b><u>Weekend</u></b></font></a>, Saturday <i>and</i> Sunday, Nov 18 - 19<br><br></font>[C] service operates between <b>145 St</b> and <b>Euclid Av</b>.<br><b>[A]*</b> downtown trains make <i>local</i> stops from <b>168 St</b> to <b>145 St</b>.<br>&bull; Transfer between trains at 125 St (across the platform) or 145 St.<br><br><i>*Please review [A] advisories for additional information that may affect your trip.<br><br></i><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning<br>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(173418);><b><i>TRACK MAINTENANCE</i><br clear=left>[C] Uptown trains skip 135 St </a><br/><br/><div id= 173418 class=""plannedWorkDetail"" ></b><a href=http://advisory.mtanyct.info/pdf_files/ServiceGuide.pdf target=_blank><font color=#0000FF><b><u>Weekend</u></b></font></a>,</font> Saturday <i>and</i> Sunday, Nov 18 - 19<br><br>For service <i>to</i> this station, take the [C] to 145 St and transfer to a downtown [C].<br><br>For service <i>from</i> this station, take the [C] to 125 St and transfer to an uptown [C].<br><br><b>Note:</b> No [C] trains between 145 St and 168 St during this time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170675);><b><i>ELECTRICAL IMPROVEMENTS<br clear=left></i>[C] Trains skip 50 St, 23 St and Spring St in both directions</a><br/><br/><div id= 170675 class=""plannedWorkDetail"" ></b><a href=http://advisory.mtanyct.info/pdf_files/ServiceGuide.pdf target=_blank><font color=#0000FF><b><u>Weekends</u></b></font></a>, Saturday <i>and</i> Sunday, Nov 18 - 19<br><br>Take the [E] instead. Transfer between trains at 42 St, 34, St, 14 St, W 4 St or Canal St.<br><br><b>Note:</b> [D] service is also available at 50 and 23 Sts.<br><br><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning <br clear=left>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(173397);><b><i>SIGNAL MAINTENANCE</i><br clear=left>[A] Ozone Park/Far Rockaway-bound trains make local stops at 163 St and 155 St</a><br/><br/><div id= 173397 class=""plannedWorkDetail"" ></b>Weekend, 12:01 AM Sat to 5 AM Mon, Nov 18 - 20<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(170231);><b><i>TRACK REPLACEMENT</i><br clear=left>[A] Uptown trains run local from 59 St-Columbus Circle to 125 St</a><br/><br/><div id= 170231 class=""plannedWorkDetail"" ></b>Weekend, 10 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>&bull; Please allow additional travel time.<br><b><br></div></b><br/>
                <br/><br/>
              
                    <span class=""TitlePlannedWork"" >Planned Work</span>
                    <br/>
                  <a class=""plannedWorkDetailLink"" onclick=ShowHide(172221);><b><i>SIGNAL MAINTENANCE</i><br clear=left>[A] No trains between 168 St and 207 St</a><br/><br/><div id= 172221 class=""plannedWorkDetail"" >[1] trains and [SB] free shuttle buses provide alternate service<br></b>Weekend, 11:45 PM Fri to 5 AM Mon, Nov 17 - 20<br><br>[A] Service operates between <b>Lefferts Blvd/Mott Av</b> and <b>168 St</b>.<br><br>[1] trains make nearby stops between <b>168 St</b> and <b>207 St</b>.<br><br><b>Broadway [SB] </b>buses make all stops between <b>168 St</b> and <b>207 St</b>.<br><b>Fort Washington Av [SB] </b>buses make all stops between <b>168 St</b> and <b>190 St</b>.<br><br></font>&bull; Transfer between trains and [SB] buses at 168 St.<br><br></font><font size=3><b><a style=""cursor:pointer; text-decoration:underline;"" onclick=ShowHide(1722210);>Show Shuttle Bus Stops</a></b></font>                           [TP]<div id=""1722210""; style=""display:none;""><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=3 rules=rows frame=hsides><tr bgcolor=FAF8CC><td><b>Station</b><td><b>Broadway Shuttle Bus Stop</b><td><b>Fort Washington Av Shuttle Bus Stop</b><tr><td>168 St [1] | [AS] [ad]<td>St Nicholas Av at W 168 St<td>St Nicholas Av at W 168 St<tr><td rowspan=3>175 St<td>Broadway at W 175 St (to 207 St)<td rowspan=3>Fort Washington Av at W 177 St<tr><td>Broadway at W 176 St (to 168 St)<tr><td>Broadway at W 178 St<tr><td rowspan=3>181 St<td>Broadway at W 181 St<td>Fort Washington Av at W 179 St<tr><td>Broadway at W 184 St (to 207 St)<td>Fort Washington Av at W 181 St<tr><td>Broadway at W 185 St (to 168 St)<td>Fort Washington Av at W 185 St<tr><td rowspan=2>190 St<td>Broadway at W 193 St (to 207 St)<td>Fort Washington Av at W 190 St<tr><td>Broadway at Bennett Av (to 168 St) <td>Fort Washington Av at Cabrini Blvd<tr><td>Dyckman St<td>Broadway at Dyckman St<td> &mdash;<tr><td>207 St<td>Broadway at W 207 St<td> &mdash;</table> </div><br><br></font><table class=plannedworkTableStyle  border=1 cellspacing=1 cellpadding=5 rules=none frame=box><td>  [ad]  <td><font size=1>This service change affects one or more ADA accessible stations. Please call 511 for help with planning<br>your trip. If you are deaf or hard of hearing, use your preferred relay service provider or the free 711 relay.  </font></table><br><b><br></div></b><br/>
                <br/><br/>
              "
